Test Case ID,Test Items,Pre-condition,Test Data,Test Steps,Expected results,A result
TC-MON-023,Dừng monitor bằng abort signal,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để dừng monitor bằng abort signal.",1. Chuẩn bị snapshot trạng thái kênh. 2. Chạy health monitor với cấu hình thời gian tương ứng. 3. Kiểm tra hành động restart/skip/stop để xác nhận hệ thống dừng monitor bằng abort signal. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > stops via abort signal.,Hệ thống dừng monitor bằng abort signal đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-024,Xem kênh đang chạy nhưng thiếu trường connected là khỏe,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để xem kênh đang chạy nhưng thiếu trường connected là khỏe.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống xem kênh đang chạy nhưng thiếu trường connected là khỏe. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > treats running channels without a connected field as healthy.,Hệ thống xem kênh đang chạy nhưng thiếu trường connected là khỏe đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-025,Restart kênh không có event sau ngưỡng stale,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để restart kênh không có event sau ngưỡng stale.",1. Chuẩn bị snapshot trạng thái kênh. 2. Chạy health monitor với cấu hình thời gian tương ứng. 3. Kiểm tra hành động restart/skip/stop để xác nhận hệ thống restart kênh không có event sau ngưỡng stale. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > stale socket detection > restarts a channel with no events past the stale threshold.,Hệ thống restart kênh không có event sau ngưỡng stale đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-026,Bỏ qua kênh còn event gần đây,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để bỏ qua kênh còn event gần đây.",1. Chuẩn bị snapshot trạng thái kênh. 2. Chạy health monitor với cấu hình thời gian tương ứng. 3. Kiểm tra hành động restart/skip/stop để xác nhận hệ thống bỏ qua kênh còn event gần đây. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > stale socket detection > skips channels with recent events.,Hệ thống bỏ qua kênh còn event gần đây đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-027,Bỏ qua stale detection trong startup grace window,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để Bỏ qua stale detection trong startup grace window.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Bỏ qua stale detection trong startup grace window. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > stale socket detection > skips channels still within the startup grace window for stale detection.,Hệ thống Bỏ qua stale detection trong startup grace window đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-028,Restart kênh không phát sinh event từ lúc connect quá ngưỡng stale,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để restart kênh không phát sinh event từ lúc connect quá ngưỡng stale.",1. Chuẩn bị snapshot trạng thái kênh. 2. Chạy health monitor với cấu hình thời gian tương ứng. 3. Kiểm tra hành động restart/skip/stop để xác nhận hệ thống restart kênh không phát sinh event từ lúc connect quá ngưỡng stale. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > stale socket detection > restarts a channel that has seen no events since connect past the stale threshold.,Hệ thống restart kênh không phát sinh event từ lúc connect quá ngưỡng stale đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-029,Bỏ qua kênh connected không báo event liveness,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để bỏ qua kênh connected không báo event liveness.",1. Chuẩn bị snapshot trạng thái kênh. 2. Chạy health monitor với cấu hình thời gian tương ứng. 3. Kiểm tra hành động restart/skip/stop để xác nhận hệ thống bỏ qua kênh connected không báo event liveness. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > stale socket detection > skips connected channels that do not report event liveness.,Hệ thống bỏ qua kênh connected không báo event liveness đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-030,Tôn trọng ngưỡng staleEventThresholdMs tùy chỉnh,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để tôn trọng ngưỡng staleEventThresholdMs tùy chỉnh.",1. Chuẩn bị snapshot trạng thái kênh. 2. Chạy health monitor với cấu hình thời gian tương ứng. 3. Kiểm tra hành động restart/skip/stop để xác nhận hệ thống tôn trọng ngưỡng staleEventThresholdMs tùy chỉnh. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > stale socket detection > respects custom staleEventThresholdMs.,Hệ thống tôn trọng ngưỡng staleEventThresholdMs tùy chỉnh đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SEC-001,Local mode mặc định ưu tiên token từ env,"Gateway có cấu hình token/password ở env, config hoặc SecretRef theo tình huống.","env token/password, config token/password hoặc SecretRef dùng để Local mode mặc định ưu tiên token từ env.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Local mode mặc định ưu tiên token từ env. Minh chứng Vitest: src/gateway/connection-auth.test.ts - resolveGatewayConnectionAuth > 'local mode defaults to env-first toke…'.,Hệ thống Local mode mặc định ưu tiên token từ env đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SEC-002,Local mode hỗ trợ ưu tiên token từ config,"Gateway có cấu hình token/password ở env, config hoặc SecretRef theo tình huống.","env token/password, config token/password hoặc SecretRef dùng để Local mode hỗ trợ ưu tiên token từ config.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Local mode hỗ trợ ưu tiên token từ config. Minh chứng Vitest: src/gateway/connection-auth.test.ts - resolveGatewayConnectionAuth > 'local mode supports config-first toke…'.,Hệ thống Local mode hỗ trợ ưu tiên token từ config đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SEC-003,Phân giải xác thực gateway ở local mode,"Gateway có cấu hình token/password ở env, config hoặc SecretRef theo tình huống.","env token/password, config token/password hoặc SecretRef dùng để phân giải xác thực gateway ở local mode.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống phân giải xác thực gateway ở local mode. Minh chứng Vitest: src/gateway/connection-auth.test.ts - resolveGatewayConnectionAuth > 'local mode precedence can mix env-fir…'.,Hệ thống phân giải xác thực gateway ở local mode đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SEC-004,Remote mode mặc định ưu tiên token remote,"Gateway có cấu hình token/password ở env, config hoặc SecretRef theo tình huống.","env token/password, config token/password hoặc SecretRef dùng để Remote mode mặc định ưu tiên token remote.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Remote mode mặc định ưu tiên token remote. Minh chứng Vitest: src/gateway/connection-auth.test.ts - resolveGatewayConnectionAuth > 'remote mode defaults to remote-first …'.,Hệ thống Remote mode mặc định ưu tiên token remote đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SEC-005,Remote mode hỗ trợ ưu tiên token từ env,"Gateway có cấu hình token/password ở env, config hoặc SecretRef theo tình huống.","env token/password, config token/password hoặc SecretRef dùng để Remote mode hỗ trợ ưu tiên token từ env.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Remote mode hỗ trợ ưu tiên token từ env. Minh chứng Vitest: src/gateway/connection-auth.test.ts - resolveGatewayConnectionAuth > 'remote mode supports env-first token …'.,Hệ thống Remote mode hỗ trợ ưu tiên token từ env đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SEC-006,Cho remote-only fallback bỏ qua token/password từ env,"Gateway có cấu hình token/password ở env, config hoặc SecretRef theo tình huống.","env token/password, config token/password hoặc SecretRef dùng để cho remote-only fallback bỏ qua token/password từ env.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống cho remote-only fallback bỏ qua token/password từ env. Minh chứng Vitest: src/gateway/connection-auth.test.ts - resolveGatewayConnectionAuth > 'remote-only fallback can suppress env…'.,Hệ thống cho remote-only fallback bỏ qua token/password từ env đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
